record_id	requirement_id	assertion_status	source_class	verification	applicability	source_date	access_date	next_review_date	record_owner	source_uri	retained_copy	retained_sha256	document_version	extract_reference	confidentiality	adverse_evidence	resolution_status	resolved_by	resolution_date	resolution_authority	resolution_basis	decision_use	verified_by	verification_date	verification_procedures	approved_by	conflict_status	limitations
BM-GAP-022	TEC-CRITICAL-SUPPLY	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain critical media and input contracts, concentrations, lead times, quality rights, price, inventory, substitutes, and termination exposure.
BM-GAP-023	CON-UTILITY-CAPACITY	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain executed utility and wastewater capacity, interconnection, service rights, tariffs, demand charges, curtailment, and upgrade obligations.
BM-GAP-024	TEC-OM-RESILIENCE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain O&M organization, staffing/ramp plan, service obligations, key-person risks, OT cybersecurity, data integrity, and continuity evidence.
BM-GAP-025	FIN-INSURANCE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain current and historical contamination, recall, product-liability, property, business-interruption, cyber, and D&O policies and claims.
BM-GAP-026	CON-DECOMMISSIONING	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain closure, safe-shutdown, decommissioning, remediation, equipment disposition, cost, responsibility, permits, and funded assurance.
BM-GAP-027	REG-PRODUCT-SCOPE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain complete current FDA and FSIS product/process files, establishment status, grants, withdrawals, labels, claims, and sale conditions.
BM-GAP-028	REG-OPEN-CONDITIONS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain a signed regulator and permit action matrix with commitments, questions, observations, expiries, reactivation steps, and owners.
BM-GAP-029	COM-EXECUTED-OFFTAKE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain direct buyer mandate or executed demand obligations; distinguish development agreements, forecasts, MOUs, and nonbinding interest.
BM-GAP-030	COM-ACCEPTANCE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain contractual qualified-output definitions plus operationally measurable sampling, release, rejection, cure, and dispute protocols.
BM-GAP-031	COM-COUNTERPARTY-CREDIT	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain counterparty identity, authority, audited capacity, ratings or support, collateral, limits, termination, and wrong-way-risk analysis.
BM-GAP-032	FIN-SOURCES-USES	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain reconciled historical and proposed sources and uses, incentives, draws, eligible costs, reserves, fees, liens, and estate treatment.
BM-GAP-033	FIN-TERM-SHEET	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain current controlled candidate terms for debt, equity, reservations, support, security, covenants, draws, repayment, default, and workout.
BM-GAP-034	FIN-TAX-ANALYSIS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain independent tax analysis for the actual arrangement, entities, jurisdictions, grants, withholding, transfer pricing, and insolvency.
BM-GAP-035	FIN-ACCOUNTING-ANALYSIS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain independent accounting and valuation analysis for revenue, leases, guarantees, derivatives, consolidation, impairment, and disclosure.
BM-GAP-036	FIN-LEGAL-ANALYSIS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain independent legal characterization covering authority, enforceability, regulatory perimeter, security, insolvency, and offering restrictions.
BM-GAP-037	CON-COMPLETION-TEST	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain contractual mechanical, commissioning, reliability, capacity, product-release, unit-cost, cure, longstop, and independent certification tests.
BM-GAP-038	FIN-CLAIMS-RECOVERY	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain primary complaints, judgments, liens, receivership orders, claims register, sale record, priorities, recoveries, and distribution waterfall.
BM-GAP-039	FIN-SPONSOR-EQUITY	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain executed sponsor equity commitments, conditions, subordination, cure rights, proof of funds, draw history, and remaining capacity.
BM-GAP-040	INS-MILESTONE-MECHANICS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain objective staged-capital milestones, verifier, eligible costs, draw controls, stop, cure, re-baselining, and safe-workout terms.
BM-GAP-041	INS-PRICE-INDEX-GOVERNANCE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain benchmark governance, transaction history, basis analysis, manipulation controls, notional, caps, settlement, disruption, and fallback terms.
BM-GAP-042	INS-SUPPORT-PROVIDER-CREDIT	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain support-provider authority, stressed funding capacity, appropriation or capital, collateral, claims protocol, exclusions, and recoveries.
BM-GAP-043	INS-COLLATERAL-CLOSEOUT	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain collateral, margin, liquidity, set-off, netting, close-out, termination valuation, priority, subrogation, and no-double-recovery terms.
BM-GAP-044	IMP-FINANCING-ADDITIONALITY	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Pre-register the no-instrument funding counterfactual and evidence how the mechanism changes amount, cost, tenor, timing, or capacity.
BM-GAP-045	IMP-DISPLACEMENT-METHOD	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Pre-register substitution, leakage, rebound, price, geography, channel, market-boundary, attribution, and uncertainty methods.
BM-GAP-046	IMP-ANIMAL-INPUT-BASELINE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain exact source-animal, fertilized-egg, biopsy, animal-derived reagent, testing, bank-replacement, quantity, and frequency data.
BM-GAP-047	IMP-OBSERVED-FINANCING	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain observed financing decision, funded amount, terms, timing, capacity change, and a documented no-instrument counterfactual.
BM-GAP-048	IMP-WELFARE-CONVERSION	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Define and independently review product yield, coproduct allocation, production-system and welfare boundaries, conversion, and uncertainty.
BM-GAP-049	FIN-FINANCING-FAILURE-DIAGNOSIS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain a reconciled financing history and independent diagnosis of the binding funding constraint, including unsupported and rejected alternatives.
BM-GAP-050	FIN-CAPITAL-ALTERNATIVES	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain direct records from prospective capital providers documenting terms offered, declined structures, decision reasons, authority, and capacity.
BM-GAP-051	FIN-RECOVERY-VALUATION	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain a reconciled claims register, independently reviewed asset and recovery values, administrative costs, priorities, and distribution waterfall.
BM-GAP-052	INS-PRICE-SETTLEMENT-MECHANICS	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain executed physical-notional, settlement, cap, fallback, market-disruption, reconciliation, and payment mechanics with financial capacity evidence.
BM-GAP-053	INS-SUPPORT-CLAIMS-PROTOCOL	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain executed support triggers, exclusions, claim submission and validation, cure, payment timing, subrogation, and recovery procedures with legal review.
BM-GAP-054	IMP-OBSERVED-OUTPUT-SALES	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain reconciled released, sold, and paid output records, including cultivated fraction, returns, waste, channel, period, and revenue linkage.
BM-GAP-055	IMP-BUYER-SUBSTITUTION	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain direct buyer purchasing records and independently reviewed evidence of whether conventional animal-product purchases actually changed.
BM-GAP-056	IMP-ATTRIBUTION-RESULT	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain observed attribution results using buyer or market records, including leakage, rebound, competing causes, boundaries, and uncertainty.
BM-GAP-057	IMP-OUTCOME-ASSURANCE	gap	none	V0	illustrative	NONE	2026-08-27	2026-11-27	FCA-research	NONE	NONE	NONE	NONE	NONE	public	false	not-applicable	NONE	NONE	NONE	NONE	question-only	NONE	NONE	NONE	NONE	not-assessed	Obtain independent assurance over observed impact inputs, calculations, limitations, corrections, and versioned public release.
